file_name,compressed_size,decompressed_size,estimated_value,compression_type,decompression_time,estimation_time
d63197cf_OUTCAR.gz,1686322,6938305,,,0.042333364486694336,
aeb439a6_OUTCAR.gz,1608578,6713166,,,0.041941165924072266,
7a46d39a_OUTCAR.gz,1696230,6940798,,,0.04164433479309082,
8a4701e9_OUTCAR.gz,1725047,6734824,,,0.04132199287414551,
8ce666d7_OUTCAR.gz,1751416,7092830,,,0.04269146919250488,
213060a9_OUTCAR.gz,1502010,5844427,,,0.036032676696777344,
82a1ceb5_OUTCAR.gz,1610368,6649940,,,0.03946328163146973,
ceff0d71_OUTCAR.gz,1699267,6963088,,,0.04138469696044922,
6a156003_OUTCAR.gz,1743164,7094928,,,0.04257607460021973,
4ce1e710_OUTCAR.gz,1695784,6940774,,,0.04228401184082031,
ca0c59c8_OUTCAR.gz,1611452,6663686,,,0.039110660552978516,
285eeb14_OUTCAR.gz,1689730,6940264,,,0.04138493537902832,
5d8cef6f_OUTCAR.gz,1696512,6949179,,,0.041510820388793945,
3d97399b_OUTCAR.gz,27,0,,,0.0001342296600341797,
5719799e_OUTCAR.gz,1502236,5847294,,,0.03581404685974121,
7b4960ef_OUTCAR.gz,1697864,6941544,,,0.04141688346862793,
e454aafd_OUTCAR.gz,1609627,6660766,,,0.039293527603149414,
213f46e2_OUTCAR.gz,1723769,7017319,,,0.042261600494384766,
7c13293b_OUTCAR.gz,1687720,6938811,,,0.041333675384521484,
5129ba2a_OUTCAR.gz,1610484,6648996,,,0.0393674373626709,
2b80e49b_OUTCAR.gz,1723209,7018579,,,0.042122602462768555,
568b90d5_OUTCAR.gz,1609955,6660525,,,0.039441823959350586,
2befbe20_displacements.tar.gz,2628568,19322880,,,0.09185314178466797,
106b810c_OUTCAR.gz,1585693,7679802,,,0.04267406463623047,
312051ba_OUTCAR.gz,1744475,7094028,,,0.042662858963012695,
26d2f3a0_OUTCAR.gz,1696761,6942364,,,0.04114985466003418,
5eb67603_OUTCAR.gz,1694955,6938497,,,0.040921688079833984,
fc84ddfc_OUTCAR.gz,1722127,7016399,,,0.04153776168823242,
3f72fe50_OUTCAR.gz,1721639,7039584,,,0.042040109634399414,
938f6912_OUTCAR.gz,1611354,6658542,,,0.03883934020996094,
b0f9de51_OUTCAR.gz,1609610,6652087,,,0.03861594200134277,
8b425fd1_OUTCAR.gz,1719046,7014854,,,0.041562557220458984,
f4a5684c_OUTCAR.gz,1696358,6943407,,,0.04395341873168945,
47ca1c1f_OUTCAR.gz,1720056,7016478,,,0.0417630672454834,
164a0718_OUTCAR.gz,1719198,7016601,,,0.04144096374511719,
10adf8c6_OUTCAR.gz,1686629,6941170,,,0.04082155227661133,
e3126658_OUTCAR.gz,1502362,5846938,,,0.03554487228393555,
29ba96e0_OUTCAR.gz,27,0,,,0.0001373291015625,
f1c20ada_OUTCAR.gz,1635969,6230109,,,0.03830766677856445,
ebec8ce9_OUTCAR.gz,1718645,7018228,,,0.04203176498413086,
e9594a49_OUTCAR.gz,1696241,6939477,,,0.04093432426452637,
c64e7b03_OUTCAR.gz,1743914,7091853,,,0.04210948944091797,
1a7f65d9_OUTCAR.gz,1610566,6659402,,,0.03871560096740723,
5ab2d6be_OUTCAR.gz,1696576,6938541,,,0.0410308837890625,
8ba58f57_OUTCAR.gz,1719937,7040864,,,0.04188942909240723,
7fa6cede_OUTCAR.gz,1611458,6654626,,,0.03868532180786133,
110fee5e_OUTCAR.gz,1719269,7013757,,,0.0420839786529541,
840ee570_OUTCAR.gz,1608649,6647912,,,0.03892803192138672,
84f1a244_OUTCAR.gz,1502202,5842784,,,0.035666465759277344,
5c44889d_OUTCAR.gz,1609400,6646236,,,0.039055585861206055,
9643bcde_OUTCAR.gz,1611878,6655557,,,0.03890514373779297,
3a099ae3_OUTCAR.gz,1718910,7015094,,,0.0423429012298584,
f466f3a1_OUTCAR.gz,1611275,6656417,,,0.03889822959899902,
1e35def5_OUTCAR.gz,1610149,6657814,,,0.0388948917388916,
5bf308b3_OUTCAR.gz,1687260,6941188,,,0.04093623161315918,
bb3e0a6c_OUTCAR.gz,1608174,6713166,,,0.03880476951599121,
0748df45_OUTCAR.gz,1607815,6715344,,,0.03911924362182617,
14f54fd9_OUTCAR.gz,1696909,6941580,,,0.04125165939331055,
31383d96_OUTCAR.gz,1609955,6660525,,,0.038988590240478516,
68da085d_OUTCAR.gz,1611407,6657841,,,0.0387721061706543,
a6b8bb1c_OUTCAR.gz,1517418,5898990,,,0.03604316711425781,
1814a7af_OUTCAR.gz,27,0,,,0.00013780593872070312,
f6ceb43f_OUTCAR.gz,1686159,6939225,,,0.04110980033874512,
70c5a1f7_OUTCAR.gz,1699017,6963424,,,0.04126167297363281,
38cf83e6_OUTCAR.gz,1702291,6940390,,,0.041274070739746094,
beb5b096_OUTCAR.gz,1727368,7039007,,,0.042168378829956055,
eeea04a1_OUTCAR.gz,1688558,6944747,,,0.041056156158447266,
fd98b4eb_OUTCAR.gz,1517253,5902871,,,0.03593158721923828,
11ea5170_displacement.tar.gz,3888938,33976320,,,0.15440797805786133,
bced6e04_OUTCAR.gz,1742947,7096671,,,0.043107032775878906,
bef8a940_OUTCAR.gz,1696387,6939278,,,0.04131197929382324,
906225ff_OUTCAR.gz,1609056,6645853,,,0.038961172103881836,
f3468b07_displacements.tar.gz,1264783,10639360,,,0.04708695411682129,
a6f055eb_OUTCAR.gz,1533314,5959270,,,0.036672115325927734,
ee565431_OUTCAR.gz,1611863,6657897,,,0.03910374641418457,
7dc0e192_OUTCAR.gz,1722971,7016399,,,0.04235672950744629,
05520629_OUTCAR.gz,1672752,6859398,,,0.0406341552734375,
ea0a3be7_OUTCAR.gz,1688384,6943266,,,0.04094290733337402,
574f9061_OUTCAR.gz,1585693,7679802,,,0.04142570495605469,
e2b8b000_OUTCAR.gz,1608908,6715344,,,0.0393376350402832,
11e1e549_OUTCAR.gz,1686863,6938297,,,0.0411226749420166,
327cf6f6_OUTCAR.gz,1719106,7016960,,,0.04236602783203125,
0a74d6cf_OUTCAR.gz,1697066,6937852,,,0.0410914421081543,
822f599e_OUTCAR.gz,1611949,6654170,,,0.03899979591369629,
36fed062_OUTCAR.gz,1723794,7018993,,,0.04233574867248535,
ab90f361_OUTCAR.gz,1741894,7094395,,,0.04219675064086914,
f9a15b92_OUTCAR.gz,1624555,7875099,,,0.042875051498413086,
9169a7ed_OUTCAR.gz,1748749,7095334,,,0.042487382888793945,
2e513cf5_disp.tar.gz,3370528,27299840,,,0.1262648105621338,
927691ad_OUTCAR.gz,1592039,6630032,,,0.03939008712768555,
6e839499_OUTCAR.gz,1502190,5842687,,,0.03566312789916992,
7723066f_OUTCAR.gz,1742239,7098891,,,0.042268991470336914,
f11960f4_OUTCAR.gz,1721033,7020135,,,0.04192996025085449,
be8a9117_OUTCAR.gz,1517873,5900214,,,0.03609108924865723,
99e24c18_OUTCAR.gz,1516996,5903163,,,0.03614521026611328,
42d060db_OUTCAR.gz,1609400,6646236,,,0.03884100914001465,
2a02eeb4_OUTCAR.gz,1611863,6657897,,,0.03909468650817871,
eb90eef5_OUTCAR.gz,27,0,,,0.0001251697540283203,
9e1ab35d_OUTCAR.gz,1695746,6938130,,,0.041230201721191406,
b10d8f0b_OUTCAR.gz,1687130,6938459,,,0.04103541374206543,
f872900e_disp.tar.gz,1669367,12267520,,,0.05772233009338379,
6b799b86_OUTCAR.gz,1719845,7015720,,,0.04213523864746094,
05a70d57_OUTCAR.gz,1701988,6939470,,,0.04114651679992676,
20038f10_OUTCAR.gz,1678001,6885405,,,0.04055666923522949,
d9a04395_OUTCAR.gz,1531298,5958318,,,0.03632998466491699,
4311e38c_OUTCAR.gz,1633913,6230628,,,0.038260698318481445,
b60b44a8_OUTCAR.gz,1696088,6940166,,,0.04101419448852539,
be74e91e_OUTCAR.gz,1723950,7017428,,,0.04169130325317383,
0b742ec2_OUTCAR.gz,1744831,7092269,,,0.04228520393371582,
f097bc3a_OUTCAR.gz,1611469,6652029,,,0.038947343826293945,
7d763135_OUTCAR.gz,1697694,6941367,,,0.04100394248962402,
6c828181_OUTCAR.gz,1501828,5847172,,,0.0355839729309082,
f6c04253_OUTCAR.gz,1699177,6943262,,,0.041259765625,
61614d3c_OUTCAR.gz,1873456,7502764,,,0.044777870178222656,
397cdf32_OUTCAR.gz,1745697,7113155,,,0.04229378700256348,
024a3119_OUTCAR.gz,1517879,5903379,,,0.03592324256896973,
ee0f72ea_OUTCAR.gz,1705613,6959473,,,0.04108476638793945,
ec8ee798_OUTCAR.gz,1873456,7502764,,,0.04476451873779297,
70102aa0_OUTCAR.gz,1687836,6940642,,,0.04097270965576172,
8bd84e0f_OUTCAR.gz,1744944,7095193,,,0.04220390319824219,
02fe0492_OUTCAR.gz,1610241,6655718,,,0.03884768486022949,
410b9118_OUTCAR.gz,1609963,6651302,,,0.03874349594116211,
45ad59d8_OUTCAR.gz,1686842,6941160,,,0.04101085662841797,
c22f81a0_OUTCAR.gz,1719429,7020403,,,0.041693925857543945,
b6c69bcb_OUTCAR.gz,1610149,6657814,,,0.03889107704162598,
a14b4fe0_OUTCAR.gz,1727769,7020154,,,0.041765451431274414,
2bb3a740_OUTCAR.gz,1728538,7039402,,,0.0415949821472168,
7a3c6857_OUTCAR.gz,1695465,6939582,,,0.04092717170715332,
728ee5b0_OUTCAR.gz,1610074,6657506,,,0.03882312774658203,
25256e57_OUTCAR.gz,1727624,7017857,,,0.041773319244384766,
c13e3745_OUTCAR.gz,1695890,6942023,,,0.04110455513000488,
fcbbf9f2_OUTCAR.gz,1522851,5908762,,,0.035985708236694336,
ffec9b03_test_data.pkl.gz,17182061,56766189,,,0.3715794086456299,
4e201e9d_OUTCAR.gz,1698975,6965060,,,0.04202437400817871,
9ec6ed2c_OUTCAR.gz,1686527,6941106,,,0.04111909866333008,
4b01abbe_OUTCAR.gz,1723798,7012852,,,0.041581153869628906,
6f70cbc4_displacement.tar.gz,2625884,27248640,,,0.11634993553161621,
32e08dbf_OUTCAR.gz,1514902,5900732,,,0.03669857978820801,
0cafcda7_OUTCAR.gz,1518401,5911249,,,0.036090850830078125,
70a7faea_OUTCAR.gz,1518440,5901516,,,0.03603696823120117,
ea640707_OUTCAR.gz,1718904,7016756,,,0.04170680046081543,
c074cacb_OUTCAR.gz,1611275,6656417,,,0.03885531425476074,
f4b1300a_OUTCAR.gz,1610390,6657687,,,0.038834333419799805,
795ca986_OUTCAR.gz,1610391,6652152,,,0.03891324996948242,
1e294a95_OUTCAR.gz,1676388,6865007,,,0.040532588958740234,
31b25d26_OUTCAR.gz,1610985,6652649,,,0.038930416107177734,
d627c1bf_OUTCAR.gz,1502378,5847836,,,0.03737139701843262,
d45f72e0_OUTCAR.gz,1686683,6941304,,,0.04097723960876465,
ce661170_OUTCAR.gz,1744422,7098010,,,0.04215097427368164,
81a5095f_OUTCAR.gz,1696752,6942238,,,0.041220664978027344,
5678b2c2_OUTCAR.gz,1697207,6941526,,,0.041007041931152344,
123f604e_OUTCAR.gz,1610524,6653380,,,0.03881478309631348,
4c33d8f0_OUTCAR.gz,1609610,6652087,,,0.038825273513793945,
476ecf96_OUTCAR.gz,1518013,5908527,,,0.035994529724121094,
86f709fa_OUTCAR.gz,1744263,7092479,,,0.04213595390319824,
f8072204_OUTCAR.gz,1610368,6649940,,,0.039151906967163086,
d9942baa_OUTCAR.gz,1723184,7016389,,,0.04170370101928711,
bc9a9274_OUTCAR.gz,1686485,6938225,,,0.04110312461853027,
27520e40_OUTCAR.gz,1517150,5901246,,,0.036067962646484375,
5040885d_OUTCAR.gz,1695973,6942410,,,0.042124032974243164,
b8eac635_OUTCAR.gz,1502962,5849289,,,0.035758256912231445,
69331ad1_OUTCAR.gz,1744218,7093888,,,0.042272329330444336,
3394bb83_OUTCAR.gz,1610597,6656340,,,0.03888750076293945,
670ceb3f_OUTCAR.gz,1517349,5901045,,,0.0359194278717041,
c65aaf3f_OUTCAR.gz,1747858,7114684,,,0.0420536994934082,
93cc3021_OUTCAR.gz,1696684,6941734,,,0.041374921798706055,
ff6dd462_OUTCAR.gz,1686268,6941214,,,0.04109621047973633,
f68703e0_OUTCAR.gz,1633435,6229836,,,0.03829169273376465,
d8b15a22_displacement.tar.gz,867233,6993920,,,0.03142213821411133,
7560e0cc_OUTCAR.gz,27,0,,,0.00013780593872070312,
9d09cfaa_OUTCAR.gz,1621797,6727264,,,0.039209842681884766,
c7c9f49d_fchl-delta.pkl.gz,65535168,515641833,,,2.2844855785369873,
0ab13d8b_OUTCAR.gz,1603327,6638207,,,0.04993724822998047,
325b63d9_OUTCAR.gz,1609742,6649166,,,0.04020524024963379,
231f7b79_OUTCAR.gz,1695799,6938497,,,0.04333186149597168,
