file_name,compressed_size,decompressed_size,estimated_value,compression_type,decompression_time,estimation_time,origin
8b425fd1_OUTCAR.gz,1719046,7014854,,,0.0415625572204589,,mdf
f4a5684c_OUTCAR.gz,1696358,6943407,,,0.0439534187316894,,mdf
47ca1c1f_OUTCAR.gz,1720056,7016478,,,0.0417630672454834,,mdf
164a0718_OUTCAR.gz,1719198,7016601,,,0.0414409637451171,,mdf
10adf8c6_OUTCAR.gz,1686629,6941170,,,0.0408215522766113,,mdf
e3126658_OUTCAR.gz,1502362,5846938,,,0.0355448722839355,,mdf
29ba96e0_OUTCAR.gz,27,0,,,0.0001373291015625,,mdf
f1c20ada_OUTCAR.gz,1635969,6230109,,,0.0383076667785644,,mdf
ebec8ce9_OUTCAR.gz,1718645,7018228,,,0.0420317649841308,,mdf
e9594a49_OUTCAR.gz,1696241,6939477,,,0.0409343242645263,,mdf
c64e7b03_OUTCAR.gz,1743914,7091853,,,0.0421094894409179,,mdf
1a7f65d9_OUTCAR.gz,1610566,6659402,,,0.0387156009674072,,mdf
5ab2d6be_OUTCAR.gz,1696576,6938541,,,0.0410308837890625,,mdf
8ba58f57_OUTCAR.gz,1719937,7040864,,,0.0418894290924072,,mdf
7fa6cede_OUTCAR.gz,1611458,6654626,,,0.0386853218078613,,mdf
110fee5e_OUTCAR.gz,1719269,7013757,,,0.0420839786529541,,mdf
840ee570_OUTCAR.gz,1608649,6647912,,,0.0389280319213867,,mdf
84f1a244_OUTCAR.gz,1502202,5842784,,,0.0356664657592773,,mdf
5c44889d_OUTCAR.gz,1609400,6646236,,,0.039055585861206,,mdf
9643bcde_OUTCAR.gz,1611878,6655557,,,0.0389051437377929,,mdf
3a099ae3_OUTCAR.gz,1718910,7015094,,,0.0423429012298584,,mdf
f466f3a1_OUTCAR.gz,1611275,6656417,,,0.038898229598999,,mdf
1e35def5_OUTCAR.gz,1610149,6657814,,,0.0388948917388916,,mdf
5bf308b3_OUTCAR.gz,1687260,6941188,,,0.0409362316131591,,mdf
bb3e0a6c_OUTCAR.gz,1608174,6713166,,,0.0388047695159912,,mdf
0748df45_OUTCAR.gz,1607815,6715344,,,0.0391192436218261,,mdf
14f54fd9_OUTCAR.gz,1696909,6941580,,,0.0412516593933105,,mdf
31383d96_OUTCAR.gz,1609955,6660525,,,0.0389885902404785,,mdf
68da085d_OUTCAR.gz,1611407,6657841,,,0.0387721061706543,,mdf
a6b8bb1c_OUTCAR.gz,1517418,5898990,,,0.0360431671142578,,mdf
1814a7af_OUTCAR.gz,27,0,,,0.0001378059387207,,mdf
f6ceb43f_OUTCAR.gz,1686159,6939225,,,0.0411098003387451,,mdf
70c5a1f7_OUTCAR.gz,1699017,6963424,,,0.0412616729736328,,mdf
38cf83e6_OUTCAR.gz,1702291,6940390,,,0.041274070739746,,mdf
beb5b096_OUTCAR.gz,1727368,7039007,,,0.042168378829956,,mdf
eeea04a1_OUTCAR.gz,1688558,6944747,,,0.0410561561584472,,mdf
fd98b4eb_OUTCAR.gz,1517253,5902871,,,0.0359315872192382,,mdf
11ea5170_displacement.tar.gz,3888938,33976320,,,0.1544079780578613,,mdf
bced6e04_OUTCAR.gz,1742947,7096671,,,0.0431070327758789,,mdf
bef8a940_OUTCAR.gz,1696387,6939278,,,0.0413119792938232,,mdf
906225ff_OUTCAR.gz,1609056,6645853,,,0.0389611721038818,,mdf
f3468b07_displacements.tar.gz,1264783,10639360,,,0.0470869541168212,,mdf
a6f055eb_OUTCAR.gz,1533314,5959270,,,0.0366721153259277,,mdf
ee565431_OUTCAR.gz,1611863,6657897,,,0.0391037464141845,,mdf
7dc0e192_OUTCAR.gz,1722971,7016399,,,0.0423567295074462,,mdf
05520629_OUTCAR.gz,1672752,6859398,,,0.0406341552734375,,mdf
ea0a3be7_OUTCAR.gz,1688384,6943266,,,0.040942907333374,,mdf
574f9061_OUTCAR.gz,1585693,7679802,,,0.0414257049560546,,mdf
e2b8b000_OUTCAR.gz,1608908,6715344,,,0.0393376350402832,,mdf
11e1e549_OUTCAR.gz,1686863,6938297,,,0.0411226749420166,,mdf
327cf6f6_OUTCAR.gz,1719106,7016960,,,0.0423660278320312,,mdf
0a74d6cf_OUTCAR.gz,1697066,6937852,,,0.0410914421081543,,mdf
822f599e_OUTCAR.gz,1611949,6654170,,,0.0389997959136962,,mdf
36fed062_OUTCAR.gz,1723794,7018993,,,0.0423357486724853,,mdf
ab90f361_OUTCAR.gz,1741894,7094395,,,0.0421967506408691,,mdf
f9a15b92_OUTCAR.gz,1624555,7875099,,,0.042875051498413,,mdf
9169a7ed_OUTCAR.gz,1748749,7095334,,,0.0424873828887939,,mdf
2e513cf5_disp.tar.gz,3370528,27299840,,,0.1262648105621338,,mdf
927691ad_OUTCAR.gz,1592039,6630032,,,0.0393900871276855,,mdf
